nct_id,title,cancer_type,sponsor,phase,status,enrollment,start_date,completion_date,duration_months,blinding,allocation,intervention_model,number_of_sites,regions,dropout_rate_percent,sae_per_100_patients,primary_endpoint_met,start_year,completion_year,enrollment_category,complexity_score,region_count,enrollment_per_site,enrollment_rate,expected_duration,completed_on_time,trial_success,estimated_cost_millions,cost_per_patient_thousands
NCT2018000925,A Study of Novel Therapy in Patients With Liver Cancer,Liver Cancer,Johnson & Johnson,Phase 1,Completed,11,2022-07-03,2023-07-28,13,Triple Blind,Single Group,Sequential Assignment,3,Australia,50.5,3.8,True,2022,2023,Very Small (<30),5,1,3.7,0.85,18.0,True,True,1.98,180.0
NCT2018000926,A Study of Novel Therapy in Patients With Breast Cancer,Breast Cancer,Sanofi,Phase 2,Completed,87,2022-12-02,2023-12-27,13,Open Label,Randomized,Crossover Assignment,2,"Australia, South America",20.3,9.6,True,2022,2023,Small (30-100),6,2,43.5,6.69,29.0,True,True,1.56,17.9
NCT2018000927,A Study of Novel Therapy in Patients With Colorectal Cancer,Colorectal Cancer,Bristol-Myers Squibb,Phase 1,Completed,16,2016-12-06,2017-08-03,8,Single Blind,Non-Randomized,Parallel Assignment,1,"Europe, Asia, North America",2.0,58.2,True,2016,2017,Very Small (<30),4,3,16.0,2.0,18.0,True,True,0.45,28.1
NCT2018000928,A Study of Novel Therapy in Patients With Brain Cancer,Brain Cancer,Mayo Clinic,Phase 3,Completed,213,2022-04-25,2026-10-01,54,Open Label,Randomized,Parallel Assignment,24,"Australia, Asia, South America",12.7,4.9,True,2022,2026,Medium (100-300),5,3,8.9,3.94,48.0,False,False,65.44,307.2
NCT2018000929,A Study of Novel Therapy in Patients With Ovarian Cancer,Ovarian Cancer,Bristol-Myers Squibb,Phase 1,Completed,13,2015-04-12,2016-07-05,15,Double Blind,Non-Randomized,Parallel Assignment,3,Asia,13.5,8.7,True,2015,2016,Very Small (<30),3,1,4.3,0.87,18.0,True,True,2.29,176.2
NCT2018000930,A Study of Novel Therapy in Patients With Melanoma,Melanoma,Roche,Phase 2,Completed,85,2017-03-20,2019-11-05,32,Open Label,Randomized,Single Group Assignment,2,"Australia, Asia, North America, South America",7.8,20.3,True,2017,2019,Small (30-100),4,4,42.5,2.66,29.0,False,False,3.46,40.7
NCT2018000931,A Study of Novel Therapy in Patients With Gastric Cancer,Gastric Cancer,AbbVie,Phase 3,Completed,297,2021-08-20,2026-12-22,65,Quadruple Blind,Single Group,Single Group Assignment,28,"Asia, Australia, Europe, South America",42.8,28.1,False,2021,2026,Medium (100-300),6,4,10.6,4.57,48.0,False,False,91.89,309.4
NCT2018000932,A Study of Novel Therapy in Patients With Brain Cancer,Brain Cancer,Roche,Phase 4,Completed,197,2022-07-01,2026-02-10,44,Double Blind,Randomized,Parallel Assignment,5,Asia,19.0,4.5,True,2022,2026,Medium (100-300),5,1,39.4,4.48,34.0,False,False,11.59,58.8
NCT2018000933,A Study of Novel Therapy in Patients With Lung Cancer,Lung Cancer,MD Anderson,Phase 3,Completed,403,2018-06-16,2021-01-01,31,Single Blind,Single Group,Sequential Assignment,26,"Europe, Asia, South America, North America",23.8,11.0,True,2018,2021,Large (300-500),5,4,15.5,13.0,48.0,True,True,41.51,103.0
NCT2018000934,A Study of Novel Therapy in Patients With Leukemia,Leukemia,AbbVie,Phase 1,Completed,24,2016-05-18,2017-09-10,16,Quadruple Blind,Non-Randomized,Single Group Assignment,1,"North America, South America, Asia, Australia, Europe",35.7,2.4,True,2016,2017,Very Small (<30),6,5,24.0,1.5,18.0,True,True,0.87,36.2
NCT2018000935,A Study of Novel Therapy in Patients With Gastric Cancer,Gastric Cancer,MD Anderson,Phase 3,Completed,594,2018-04-23,2023-05-27,62,Double Blind,Randomized,Factorial Assignment,37,"North America, Europe",2.3,6.8,False,2018,2023,Very Large (500+),9,2,16.1,9.58,48.0,False,False,116.48,196.1
NCT2018000936,A Study of Novel Therapy in Patients With Colorectal Cancer,Colorectal Cancer,AbbVie,Phase 4,Completed,256,2019-01-07,2020-11-27,23,Open Label,Randomized,Single Group Assignment,24,North America,6.0,1.4,True,2019,2020,Medium (100-300),2,1,10.7,11.13,34.0,True,True,28.37,110.8
NCT2018000937,A Study of Novel Therapy in Patients With Prostate Cancer,Prostate Cancer,Sanofi,Phase 3,Completed,800,2016-08-03,2020-08-12,49,Single Blind,Randomized,Single Group Assignment,58,"Australia, North America",30.0,10.6,False,2016,2020,Very Large (500+),4,2,13.8,16.33,48.0,False,False,144.5,180.6
NCT2018000938,A Study of Novel Therapy in Patients With Lung Cancer,Lung Cancer,Mayo Clinic,Phase 4,Completed,242,2022-11-07,2025-04-25,30,Double Blind,Non-Randomized,Crossover Assignment,10,South America,24.3,8.0,True,2022,2025,Medium (100-300),5,1,24.2,8.07,34.0,True,True,15.73,65.0
NCT2018000939,A Study of Novel Therapy in Patients With Colorectal Cancer,Colorectal Cancer,AstraZeneca,Phase 2,Completed,176,2022-09-10,2026-01-22,41,Quadruple Blind,Randomized,Sequential Assignment,5,"Australia, Asia",34.6,23.0,True,2022,2026,Medium (100-300),9,2,35.2,4.29,29.0,False,False,10.78,61.2
NCT2018000940,A Study of Novel Therapy in Patients With Colorectal Cancer,Colorectal Cancer,Sanofi,Phase 1,Completed,10,2015-06-17,2017-03-08,21,Single Blind,Randomized,Parallel Assignment,2,"North America, South America, Europe",16.6,4.7,True,2015,2017,Very Small (<30),6,3,5.0,0.48,18.0,False,False,2.13,213.0
NCT2018000941,A Study of Novel Therapy in Patients With Colorectal Cancer,Colorectal Cancer,Merck,Phase 2,Completed,43,2016-04-07,2020-05-16,50,Single Blind,Randomized,Crossover Assignment,2,Asia,17.9,16.1,False,2016,2020,Small (30-100),6,1,21.5,0.86,29.0,False,False,5.13,119.3
NCT2018000942,A Study of Novel Therapy in Patients With Liver Cancer,Liver Cancer,Roche,Phase 1,Completed,35,2020-03-07,2021-06-30,16,Triple Blind,Non-Randomized,Sequential Assignment,3,"Asia, South America, Australia",12.6,11.2,True,2020,2021,Small (30-100),7,3,11.7,2.19,18.0,True,True,2.5,71.4
NCT2018000943,A Study of Novel Therapy in Patients With Gastric Cancer,Gastric Cancer,Bristol-Myers Squibb,Phase 2,Completed,131,2018-05-16,2019-05-11,12,Quadruple Blind,Non-Randomized,Parallel Assignment,6,"Asia, Australia",28.2,23.6,True,2018,2019,Medium (100-300),6,2,21.8,10.92,29.0,True,True,3.99,30.5
NCT2018000944,A Study of Novel Therapy in Patients With Lymphoma,Lymphoma,Johnson & Johnson,Phase 2,Completed,154,2015-07-02,2018-08-15,38,Quadruple Blind,Randomized,Crossover Assignment,9,"North America, Europe, Australia",23.7,8.1,False,2015,2018,Medium (100-300),11,3,17.1,4.05,29.0,False,False,17.56,114.0
NCT2018000945,A Study of Novel Therapy in Patients With Leukemia,Leukemia,Pfizer,Phase 2,Completed,65,2020-07-26,2022-10-14,27,Single Blind,Randomized,Single Group Assignment,5,"South America, Asia",38.3,8.5,True,2020,2022,Small (30-100),4,2,13.0,2.41,29.0,True,True,6.94,106.8
NCT2018000946,A Study of Novel Therapy in Patients With Leukemia,Leukemia,Mayo Clinic,Phase 1,Completed,28,2022-12-19,2023-11-14,11,Single Blind,Single Group,Parallel Assignment,3,"South America, Europe",6.3,2.3,True,2022,2023,Very Small (<30),3,2,9.3,2.55,18.0,True,True,1.73,61.8
NCT2018000947,A Study of Novel Therapy in Patients With Lymphoma,Lymphoma,Pfizer,Phase 3,Completed,320,2016-01-21,2021-03-25,63,Single Blind,Randomized,Parallel Assignment,19,Europe,53.5,4.0,False,2016,2021,Large (300-500),4,1,16.8,5.08,48.0,False,False,60.81,190.0
NCT2018000948,A Study of Novel Therapy in Patients With Gastric Cancer,Gastric Cancer,Johnson & Johnson,Phase 1,Completed,32,2017-03-19,2018-06-12,15,Open Label,Randomized,Parallel Assignment,1,"Australia, Asia",35.9,8.4,True,2017,2018,Small (30-100),4,2,32.0,2.13,18.0,True,True,0.85,26.6
NCT2018000949,A Study of Novel Therapy in Patients With Gastric Cancer,Gastric Cancer,Pfizer,Phase 3,Completed,386,2017-02-28,2022-06-02,64,Triple Blind,Non-Randomized,Parallel Assignment,21,"South America, Europe, North America, Australia",4.0,11.7,True,2017,2022,Large (300-500),6,4,18.4,6.03,48.0,False,False,68.36,177.1
NCT2018000950,A Study of Novel Therapy in Patients With Leukemia,Leukemia,Merck,Phase 2,Completed,89,2019-05-20,2021-10-06,29,Double Blind,Randomized,Parallel Assignment,8,"South America, North America",36.8,4.5,False,2019,2021,Small (30-100),6,2,11.1,3.07,29.0,True,False,11.87,133.4
NCT2018000951,A Study of Novel Therapy in Patients With Ovarian Cancer,Ovarian Cancer,AstraZeneca,Phase 1,Completed,26,2015-10-14,2016-06-10,8,Quadruple Blind,Single Group,Sequential Assignment,2,"South America, Asia, Australia",17.1,0.8,True,2015,2016,Very Small (<30),8,3,13.0,3.25,18.0,True,True,0.88,33.8
NCT2018000952,A Study of Novel Therapy in Patients With Lung Cancer,Lung Cancer,National Cancer Institute,Phase 1,Completed,11,2016-09-25,2018-10-15,25,Open Label,Randomized,Single Group Assignment,1,"South America, Europe",19.3,12.5,False,2016,2018,Very Small (<30),3,2,11.0,0.44,18.0,False,False,1.28,116.4
NCT2018000953,A Study of Novel Therapy in Patients With Lymphoma,Lymphoma,Bristol-Myers Squibb,Phase 3,Completed,376,2022-08-24,2024-09-12,25,Open Label,Randomized,Parallel Assignment,28,"Australia, South America",26.4,0.9,False,2022,2024,Large (300-500),4,2,13.4,15.04,48.0,True,False,36.13,96.1
NCT2018000954,A Study of Novel Therapy in Patients With Melanoma,Melanoma,Pfizer,Phase 2,Completed,102,2021-01-01,2024-02-15,38,Open Label,Randomized,Parallel Assignment,5,"Asia, South America",7.8,13.5,False,2021,2024,Medium (100-300),4,2,20.4,2.68,29.0,False,False,9.81,96.2
NCT2018000955,A Study of Novel Therapy in Patients With Pancreatic Cancer,Pancreatic Cancer,AstraZeneca,Phase 1,Completed,10,2017-04-25,2017-12-21,8,Open Label,Randomized,Parallel Assignment,3,"North America, Europe",26.9,7.5,True,2017,2017,Very Small (<30),4,2,3.3,1.25,18.0,True,True,1.23,123.0
NCT2018000956,A Study of Novel Therapy in Patients With Leukemia,Leukemia,AstraZeneca,Early Phase 1,Completed,26,2018-11-07,2020-03-01,16,Open Label,Randomized,Factorial Assignment,1,"Europe, Asia, North America, South America",28.3,0.5,False,2018,2020,Very Small (<30),8,4,26.0,1.62,19.0,True,False,0.88,33.8
NCT2018000957,A Study of Novel Therapy in Patients With Lung Cancer,Lung Cancer,Johnson & Johnson,Phase 4,Completed,228,2015-08-28,2016-09-21,13,Double Blind,Non-Randomized,Parallel Assignment,24,"Europe, Australia",6.3,5.8,False,2015,2016,Medium (100-300),4,2,9.5,17.54,34.0,True,False,16.28,71.4
NCT2018000958,A Study of Novel Therapy in Patients With Lung Cancer,Lung Cancer,Novartis,Phase 2,Completed,66,2017-09-19,2020-09-03,36,Double Blind,Randomized,Crossover Assignment,3,"Australia, Asia, South America, Europe",17.3,5.6,True,2017,2020,Small (30-100),9,4,22.0,1.83,29.0,False,False,5.6,84.8
NCT2018000959,A Study of Novel Therapy in Patients With Lung Cancer,Lung Cancer,AbbVie,Phase 1,Completed,24,2020-08-09,2022-05-01,21,Double Blind,Single Group,Parallel Assignment,2,"South America, North America, Europe",17.9,20.0,True,2020,2022,Very Small (<30),5,3,12.0,1.14,18.0,False,False,2.17,90.4
NCT2018000960,A Study of Novel Therapy in Patients With Lung Cancer,Lung Cancer,Johnson & Johnson,Phase 2,Completed,123,2019-04-23,2021-10-09,30,Open Label,Non-Randomized,Parallel Assignment,9,Asia,11.7,5.4,False,2019,2021,Medium (100-300),1,1,13.7,4.1,29.0,False,False,13.87,112.8
NCT2018000961,A Study of Novel Therapy in Patients With Breast Cancer,Breast Cancer,Roche,Phase 4,Completed,308,2018-03-19,2019-07-12,16,Open Label,Randomized,Parallel Assignment,25,"North America, Europe, Asia",13.9,11.8,True,2018,2019,Large (300-500),5,3,12.3,19.25,34.0,True,True,20.92,67.9
NCT2018000962,A Study of Novel Therapy in Patients With Lymphoma,Lymphoma,Roche,Phase 2,Completed,154,2021-03-06,2022-12-26,22,Quadruple Blind,Single Group,Single Group Assignment,4,"North America, Europe",21.5,6.1,True,2021,2022,Medium (100-300),5,2,38.5,7.0,29.0,True,True,4.86,31.6
NCT2018000963,A Study of Novel Therapy in Patients With Lymphoma,Lymphoma,MD Anderson,Phase 1,Completed,10,2020-05-20,2021-06-14,13,Single Blind,Non-Randomized,Parallel Assignment,2,Europe,30.2,8.0,False,2020,2021,Very Small (<30),2,1,5.0,0.77,18.0,True,False,1.33,133.0
NCT2018000964,A Study of Novel Therapy in Patients With Lymphoma,Lymphoma,National Cancer Institute,Phase 1,Completed,17,2017-03-04,2018-07-27,17,Open Label,Single Group,Parallel Assignment,1,South America,42.8,5.6,True,2017,2018,Very Small (<30),1,1,17.0,1.0,18.0,True,True,0.9,52.9
NCT2018000965,A Study of Novel Therapy in Patients With Ovarian Cancer,Ovarian Cancer,Sanofi,Phase 2,Completed,90,2017-10-26,2021-03-09,41,Double Blind,Randomized,Parallel Assignment,6,Australia,1.9,3.5,True,2017,2021,Small (30-100),5,1,15.0,2.2,29.0,False,False,12.57,139.7
NCT2018000966,A Study of Novel Therapy in Patients With Gastric Cancer,Gastric Cancer,Novartis,Phase 3,Completed,447,2022-08-24,2026-02-04,42,Triple Blind,Randomized,Parallel Assignment,26,Europe,34.3,0.9,True,2022,2026,Large (300-500),6,1,17.2,10.64,48.0,True,True,55.94,125.1
NCT2018000967,A Study of Novel Therapy in Patients With Lung Cancer,Lung Cancer,Mayo Clinic,Phase 1,Completed,46,2021-05-20,2024-01-05,32,Open Label,Randomized,Parallel Assignment,3,"South America, Asia",12.2,16.5,False,2021,2024,Small (30-100),4,2,15.3,1.44,18.0,False,False,4.94,107.4
NCT2018000968,A Study of Novel Therapy in Patients With Lymphoma,Lymphoma,AstraZeneca,Phase 1,Completed,29,2017-10-24,2019-03-18,17,Quadruple Blind,Randomized,Sequential Assignment,2,"Europe, Australia",54.8,14.8,True,2017,2019,Very Small (<30),9,2,14.5,1.71,18.0,True,True,1.79,61.7
NCT2018000969,A Study of Novel Therapy in Patients With Prostate Cancer,Prostate Cancer,Roche,Phase 3,Completed,273,2021-06-01,2026-06-05,61,Double Blind,Randomized,Parallel Assignment,30,"Australia, South America, Europe, North America",16.0,20.1,True,2021,2026,Medium (100-300),7,4,9.1,4.48,48.0,False,False,92.32,338.2
NCT2018000970,A Study of Novel Therapy in Patients With Brain Cancer,Brain Cancer,Novartis,Phase 2,Completed,48,2019-11-25,2021-12-14,25,Double Blind,Randomized,Factorial Assignment,1,South America,15.3,3.0,False,2019,2021,Small (30-100),8,1,48.0,1.92,29.0,True,False,1.39,29.0
NCT2018000971,A Study of Novel Therapy in Patients With Lung Cancer,Lung Cancer,MD Anderson,Phase 2,Completed,30,2020-09-09,2024-10-18,50,Open Label,Randomized,Single Group Assignment,3,Europe,44.0,3.0,False,2020,2024,Small (30-100),2,1,10.0,0.6,29.0,False,False,7.59,253.0
NCT2018000972,A Study of Novel Therapy in Patients With Lung Cancer,Lung Cancer,AbbVie,Phase 3,Completed,424,2019-03-28,2023-12-02,57,Single Blind,Randomized,Single Group Assignment,12,"Australia, Europe, South America, North America, Asia",4.7,5.4,False,2019,2023,Large (300-500),5,5,35.3,7.44,48.0,False,False,35.47,83.7
NCT2018000973,A Study of Novel Therapy in Patients With Breast Cancer,Breast Cancer,Merck,Phase 1,Completed,37,2020-09-20,2022-04-13,19,Triple Blind,Randomized,Single Group Assignment,1,"Asia, Europe, Australia",27.8,3.4,False,2020,2022,Small (30-100),7,3,37.0,1.95,18.0,False,False,1.06,28.6
NCT2018000974,A Study of Novel Therapy in Patients With Leukemia,Leukemia,Roche,Phase 2,Completed,65,2016-11-06,2018-09-27,23,Double Blind,Single Group,Parallel Assignment,4,"Australia, South America",31.2,1.1,False,2016,2018,Small (30-100),4,2,16.2,2.83,29.0,True,False,4.8,73.8
NCT2018000975,A Study of Novel Therapy in Patients With Lymphoma,Lymphoma,Bristol-Myers Squibb,Phase 2,Completed,41,2021-09-14,2025-01-26,41,Triple Blind,Randomized,Parallel Assignment,2,Asia,25.7,26.5,False,2021,2025,Small (30-100),6,1,20.5,1.0,29.0,False,False,4.22,102.9
NCT2018000976,A Study of Novel Therapy in Patients With Prostate Cancer,Prostate Cancer,Mayo Clinic,Phase 3,Completed,312,2016-01-25,2022-12-19,84,Single Blind,Randomized,Crossover Assignment,17,"Europe, South America",42.8,8.2,True,2016,2022,Large (300-500),7,2,18.4,3.71,48.0,False,False,72.34,231.9
NCT2018000977,A Study of Novel Therapy in Patients With Leukemia,Leukemia,Novartis,Phase 1,Completed,18,2018-05-05,2019-12-26,20,Triple Blind,Randomized,Single Group Assignment,3,South America,25.5,15.6,True,2018,2019,Very Small (<30),5,1,6.0,0.9,18.0,False,False,3.05,169.4
NCT2018000978,A Study of Novel Therapy in Patients With Leukemia,Leukemia,Pfizer,Phase 2,Completed,90,2016-09-10,2018-12-29,28,Double Blind,Non-Randomized,Single Group Assignment,5,"Asia, North America, Australia",40.2,14.4,False,2016,2018,Small (30-100),4,3,18.0,3.21,29.0,True,False,7.27,80.8
NCT2018000979,A Study of Novel Therapy in Patients With Lung Cancer,Lung Cancer,Mayo Clinic,Phase 2,Completed,178,2020-05-02,2022-09-19,29,Single Blind,Single Group,Parallel Assignment,9,"Europe, South America",43.1,15.2,False,2020,2022,Medium (100-300),3,2,19.8,6.14,29.0,True,False,13.58,76.3
NCT2018000980,A Study of Novel Therapy in Patients With Lung Cancer,Lung Cancer,Novartis,Phase 1,Completed,24,2020-04-28,2021-01-23,9,Triple Blind,Randomized,Single Group Assignment,2,"North America, Asia",14.8,5.9,False,2020,2021,Very Small (<30),6,2,12.0,2.67,18.0,True,False,0.97,40.4
NCT2018000981,A Study of Novel Therapy in Patients With Melanoma,Melanoma,MD Anderson,Phase 3,Completed,292,2020-07-22,2025-10-24,64,Triple Blind,Single Group,Parallel Assignment,13,"South America, Europe, Asia",13.1,12.8,True,2020,2025,Medium (100-300),6,3,22.5,4.56,48.0,False,False,42.48,145.5
NCT2018000982,A Study of Novel Therapy in Patients With Liver Cancer,Liver Cancer,Bristol-Myers Squibb,Phase 2,Completed,10,2016-12-16,2020-04-29,41,Double Blind,Non-Randomized,Parallel Assignment,3,"South America, North America, Asia, Australia",31.8,3.5,True,2016,2020,Very Small (<30),5,4,3.3,0.24,29.0,False,False,6.18,618.0
NCT2018000983,A Study of Novel Therapy in Patients With Lung Cancer,Lung Cancer,National Cancer Institute,Phase 3,Completed,433,2016-02-25,2017-08-18,18,Open Label,Randomized,Single Group Assignment,29,"South America, North America",4.5,11.9,True,2016,2017,Large (300-500),3,2,14.9,24.06,48.0,True,True,27.4,63.3
NCT2018000984,A Study of Novel Therapy in Patients With Brain Cancer,Brain Cancer,National Cancer Institute,Phase 3,Completed,128,2015-07-27,2019-04-07,45,Triple Blind,Non-Randomized,Parallel Assignment,2,Europe,11.7,11.0,True,2015,2019,Medium (100-300),4,1,64.0,2.84,48.0,True,True,4.88,38.1
NCT2018000985,A Study of Novel Therapy in Patients With Lung Cancer,Lung Cancer,Bristol-Myers Squibb,Phase 4,Completed,294,2021-01-24,2024-05-08,40,Single Blind,Single Group,Parallel Assignment,21,"Europe, Asia",6.5,21.0,True,2021,2024,Medium (100-300),3,2,14.0,7.35,34.0,False,False,42.88,145.9
NCT2018000986,A Study of Novel Therapy in Patients With Brain Cancer,Brain Cancer,Mayo Clinic,Phase 1,Completed,27,2019-03-07,2020-09-27,19,Double Blind,Single Group,Single Group Assignment,3,"Asia, Europe",29.9,5.0,False,2019,2020,Very Small (<30),3,2,9.0,1.42,18.0,False,False,2.93,108.5
NCT2018000987,A Study of Novel Therapy in Patients With Leukemia,Leukemia,AstraZeneca,Phase 4,Completed,232,2018-06-27,2020-09-14,27,Single Blind,Single Group,Parallel Assignment,22,"South America, Europe",30.2,2.5,False,2018,2020,Medium (100-300),3,2,10.5,8.59,34.0,True,False,30.4,131.0
NCT2018000988,A Study of Novel Therapy in Patients With Gastric Cancer,Gastric Cancer,Sanofi,Phase 1,Completed,15,2020-06-26,2021-12-18,18,Single Blind,Randomized,Parallel Assignment,1,"North America, Europe",8.8,10.5,True,2020,2021,Very Small (<30),5,2,15.0,0.83,18.0,True,True,0.94,62.7
NCT2018000989,A Study of Novel Therapy in Patients With Gastric Cancer,Gastric Cancer,MD Anderson,Phase 4,Completed,181,2019-09-18,2021-05-10,20,Open Label,Non-Randomized,Parallel Assignment,3,Australia,18.7,13.4,False,2019,2021,Medium (100-300),1,1,60.3,9.05,34.0,True,False,3.54,19.6
NCT2018000990,A Study of Novel Therapy in Patients With Melanoma,Melanoma,Roche,Phase 3,Completed,555,2020-09-12,2025-07-18,59,Single Blind,Single Group,Parallel Assignment,67,"Asia, North America, Europe",43.9,10.7,False,2020,2025,Very Large (500+),4,3,8.3,9.41,48.0,False,False,199.32,359.1
